12.700000;6.700000;0.800000;3.401802;-2.687964;-0.606088;1.014851;0.809561;0.540138;-0.311135;0.379173;0.677564;1.519909;2.476125;-1.429935;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
12.871353;6.566622;0.770385;3.452186;-2.646961;-0.578264;1.001141;0.831548;0.572259;-0.238331;0.498941;0.607878;1.392939;2.315470;-1.358268;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.050000
13.045209;6.435325;0.742199;3.501974;-2.604713;-0.548919;0.990914;0.859324;0.600983;-0.171777;0.610804;0.541662;1.269829;2.159871;-1.291092;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.100000
13.221543;6.306176;0.715515;3.551330;-2.560939;-0.518219;0.983862;0.892500;0.626479;-0.111293;0.715009;0.478702;1.150033;2.009120;-1.227940;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.150000
13.400337;6.179261;0.690397;3.600408;-2.515379;-0.486322;0.979686;0.930701;0.648905;-0.056726;0.811793;0.418807;1.033083;1.862970;-1.168431;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.200000
13.581581;6.054672;0.666900;3.649342;-2.467791;-0.453377;0.978093;0.973560;0.668408;-0.007944;0.901378;0.361804;0.918573;1.721141;-1.112250;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.250000
13.765271;5.932519;0.645074;3.698255;-2.417951;-0.419528;0.978797;1.020722;0.685131;0.035166;0.983974;0.307531;0.806145;1.583332;-1.059142;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.300000
13.951408;5.812918;0.624961;3.747255;-2.365653;-0.384908;0.981517;1.071844;0.699204;0.072700;1.059773;0.255842;0.695477;1.449222;-1.008896;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.350000
14.139999;5.695998;0.606594;3.796436;-2.310707;-0.349649;0.985975;1.126589;0.710756;0.104738;1.128952;0.206597;0.586273;1.318484;-0.961341;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.400000
14.331056;5.581895;0.590004;3.845877;-2.252939;-0.313873;0.991900;1.184632;0.719903;0.131347;1.191672;0.159665;0.478256;1.190783;-0.916335;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.450000
